Project ID,Project Leader,Project Title,Fellowship recipient,Fellowshiptype
DP0343499,"Corry, B",A hierarchical quantum mechanical and classical simulation of biological ion channels,Mr BA Corry,APD
DP0343522,"Wallis, G",Cortical topology underlying the representation and analysis of visual scenes,Dr GM Wallis,QEII
DP0343530,"Fu, L",Growth and intermixing of quantum dots for multi-wavelength infrared photodetectors,Dr L Fu,APD
DP0343550,"Griffen-Foley, B",Beyond the Bakelite Box: A History of Commercial Radio in Australia,Dr BL Griffen-Foley,QEII
DP0343586,"Kane-Maguire, L",Light-Driven Chemistry with Nanostructured Polyanilines.,Dr PC Innis,QEII
DP0343601,"Bourne, J",Visual processing of objects defined by coherent motion,Dr JA Bourne,APD
DP0343640,"BACHOR, H",Quantum Photonics and Imaging,Prof HA BACHOR,APF
DP0343654,"van Schaik, F",Dynamic signal processing with currents,Dr FA van Schaik,ARF
DP0343709,"Dundon, A","Development, Disease and Desire: AIDS and women's understandings of maternity and health among the Gogodala of PNG",Dr AJ Dundon,APD
DP0343759,"Ellinghaus, K","Whitewashing: Miscegenation, Assimilation and Genocide in the United States and Australia, 1860s-1960s",Ms K Ellinghaus,APD
DP0343787,"Parris, K",The impact of noise and vibration from road traffic on the community composition and acoustic communication of birds and frogs,Dr KM Parris,APD
DP0343788,"Biggs, S",Nanorheology: Hydrodynamic Slip in Newtonian Fluids ,Dr C Neto,APD
DP0343843,"Warren, C","Economics of carbon, nitrogen and water use in Acacia and Eucalyptus",Dr CR Warren,APD
DP0343910,"Truscott, A",How Does a Bose-Einstein Condensate Develop Phase?,Dr AG Truscott,ARF
DP0343915,"Dawson, B",Studies of  the Highest Energy Particles in Nature,Mr JA Bellido,APD
DP0343933,"Arrese, C",Colour vision in marsupials,Ms CA Arrese,APD
DP0343947,"Stoljar, N",Controversies of legal interpretation: a philosophical investigation of reasoning and adjudication in some recent contentious cases,Dr N Stoljar,QEII
DP0343956,"Oldach, K",Regulation and expression of disease resistance responses in the Rhynchosporium secalis/barley interaction,Dr KH Oldach,APD
DP0343957,"Silvas, A",Macrina of Annesi and the Emergence of Monasticism in Central Anatolia,Dr AM Silvas,APD
DP0343962,"Schmidt, B",The Southern Sky Survey,Dr BP Schmidt,APF
DP0343986,"Boström, M",Intermolecular interactions revisited-Flaws in the fabric and applications to lower-dimensional structures,Dr MA Boström,APD
DP0344004,"Hyde, S",The architecture of networks:  Characterisation and visualisation of complex systems as fluctuating networks.,Dr T Di Matteo,QEII
DP0344021,"Wilson, R",Testing the adaptive benefit of physiological acclimation,Dr RS Wilson,APD
DP0344023,"Vanderklift, M",Evaluating the influence of trophic connections between marine habitats on the effectiveness of Marine Protected Areas,Mr MA Vanderklift,APD
DP0344027,"Rundle, H",Can Sexual Selection Generate Reproductive Isolation?,Dr HD Rundle,APD
DP0344039,"Baghirov, A",Approximate bundle methods in nonsmooth optimisation and their applications in some complex systems,Dr A Baghirov,APD
DP0344060,"Lee, A",In situ Raman spectroscopic studies of iron and calcium biomaterials in marine chiton teeth,Dr AP Lee,APD
DP0344070,"McNiven, I",Western Torres Strait Cultural History Project,Dr B David,QEII
DP0344072,"Owerkowicz, T",What's bred in bone: effects of thyroid hormone supplementation on bone growth and remodelling in ectotherms and endotherms,Dr T Owerkowicz,APD
DP0344074,"Davison, A","Encounters with Urban Nature in Australia: An investigation into environmental values, anti-urbanism, multiculturalism, and the transition to urban sustainability",Dr AG Davison,APD
DP0344086,"Griffiths, L",Modelling a Complex System: In Search of an Observationally Consistent Universe,Ms LM Griffiths,APD
DP0344167,"Bradby, J",Mechanical deformation of layered semiconductor structures,Ms JE Bradby,APD
DP0344185,"Henderson, A",Canonical bases for standard modules of affine Hecke algebras,Dr A Henderson,APD
DP0344220,"Nugent, K",Advanced X-ray Optical Systems: From innovative idea to intelligent implementation.,Dr AG Peele,QEII
DP0344234,"Bond, A","A blueprint for an intelligent instrumental, theoretical and experimental unification of a myriad of voltammetric and related electrochemical techniques.",Prof AM Bond,APF
DP0344274,"Atkinson, A","A History of the Uses of Imagination and Authority in Australia, 1870-1919",Prof AT Atkinson,APF
DP0344284,"Muecke, S",Culture and Commerce in the Indian Ocean,Prof S Muecke,APF
DP0344287,"Kingsbury, D",The political economy of military reform in Indonesia: Opportunities and challenges for civilian control of the TNI,Dr L McCulloch,APD
DP0344307,"Lee, M",Major Evolutionary Events in Reptiles (Including Birds),Dr MS Lee,APF
DP0344400,"Belousova, E",Crustal Evolution in Australia: Ancient and Young Terrains ,Dr E Belousova,APD
DP0344404,"Forsyth, M",Advanced Polymer Electrolytes for Device Applications,Dr M Forsyth,APF
DP0344447,"Butt, D",Systemic Safety: the meanings of behaviour in contexts of surgical care,Ms AR Moore,APD
DP0344453,"Marshall, J",Understanding Online Gender: Structures and Use of Computer Mediated Communication and its Social Environments.,Dr JP Marshall,APD
DP0344462,"Li, C","Symmetrical graphs, generalized polygons and expanders",Dr C Li,QEII
DP0344480,"Gibbs, M","Kingdom switching microbial pathogens: the bioinformatics of mutation in the genomes of viruses and bacteria affecting crops, livestock and people.",Dr MJ Gibbs,ARF
DP0344546,"Lee, S",A novel approach to tracking estuarine food chains: combined use of fatty acid and stable isotope biomarkers,Dr T Meziane,QEII
DP0344565,"Caruso, R",Novel Inorganic Nanostructures Fabricated using Polymeric Supports and Templates for Environmental and Catalytic Applications,Dr RA Caruso,ARF
DP0344595,"Lynch, J",Transforming the organisation of schooling: Technology and organisational change in the junior years of secondary school,Dr J Lynch,APD
DP0344803,"Zhou, S",Interconnection Network Routing and Graph Symmetry,Dr S Zhou,APD
DP0344806,"Chenoweth, S",Natural Selection on Mate Recognition in Field Populations of Drosophila serrata,Dr SF Chenoweth,APD
DP0344877,"Green, D","Landscape level effects on dispersal behaviour and gene flow in the logrunner, a rainforest restricted bird",Dr DJ Green,APD
DP0344918,"Riek, S",An investigation of limb dynamics as a constraint on human motor learning,Dr SP Riek,QEII
DP0344929,"Yan, C",Characterisation of soldered and adhesively bonded assemblies in photonic packages ,Dr C Yan,ARF
DP0344931,"Lu, G",NANOCOMPOSITE PROTON-CONDUCTING MEMBRANES FOR FUEL CELL APPLICATIONS,Prof GM Lu,APF
DP0344943,"Zhou, H",Quantum integrable models in nano and mesoscopic physics,Dr H Zhou,APD
DP0344964,"Dawes, I",Cellular Responses to Oxidative Damage: Cell Aging,Prof IW Dawes,APF
DP0344996,"Jarvis, P",Structure and informatics of the genetic code,Mr JD Bashford,APD
DP0345024,"Xu, H",The durability of geopolymeric products as a function of the nanostructured gel phase,Ms H Xu,APD
DP0345134,"Ng, S",On-line and Incremental EM-based Neural Networks: Application to Hospital Utlilization and Gene Expression Data,Dr SK Ng,APD
DP0345144,"Melrose, D",Plasma Astrophysics under Extreme Conditions,Prof DB Melrose,APF
DP0345161,"Whitehead, J",PAST EAST ANTARCTIC ICE SHEET AND GLOBAL SEA-LEVEL VARIATIONS,Dr JM Whitehead,APD
DP0345171,"Wang, X",Structural elucidation and functional analysis of insulin-like growth factor binding protein-3 domains,Dr XH Wang,APD
DP0345173,"Johnson, L","Storage of Volatiles in the Mantle Lithosphere: Time-scales, sources and processes",Dr LH Johnson,APD
DP0345189,"Manton, J",Stochastic Construction of Error Correcting Codes with Application to Digital Communications,Dr JH Manton,QEII
DP0345223,"Marginson, S",The Enterprise University as Networked University: Investigating the contribution of Australian higher education institutions to social capital,Prof SW Marginson,APF
DP0345224,"Trigger, D","Nature, culture and belonging in urban landscapes: an anthropological investigation into environmental beliefs, values and practices in Perth, Western Australia. ",Ms JP Mulcock,APD
DP0345227,"Wright, C",Before Planets: The Mineralogy and Chemistry of Pre-Planetary Disks,Dr CM Wright,ARF
DP0345266,"Gow, G",Communities Across Borders: The Transnational Dynamics of Emerging and Stateless Refugee Groups in Australia,Dr GJ Gow,APD
DP0345268,"Hynes, M",Molecular Genetic Analysis of Genes Regulating Metabolism in the Fungus Aspergillus nidulans,Prof MJ Hynes,APF
DP0345358,"Gedeon, T",Effective Fuzzy Systems for Complex Structured Data Using Fuzzy Signatures,Dr K Wong,APD
DP0345360,"Beekman, M",Social insect behaviour: the importance of individual-decision making and information transfer,Dr M Beekman,QEII
DP0345402,"Miles, L",An Investigation of the Structure and Conformational Stability of a Membrane Associating Protein and its Petidic Ligands,Dr LA Miles,APD
DP0345427,"Hogg, S",Ion implantation induced diffusion and defect evolution in Si nanostructures,Dr SM Hogg,APD
DP0345457,"Morgan, C",Economical and practical design and analysis of probabilistic distributed systems,Dr CC Morgan,APF
DP0345466,"Catchpole, K",High efficiency thin-film gallium arsenide solar cells,Dr KR Catchpole,APD
DP0345527,"Forrester, P",Mathematical studies on the statistical properties of complex systems,Dr PJ Forrester,APF
DP0345583,"Kuhn, M",Prediction of Sea Level Change around Australia and its Calibration and Validation by Satellite-Geodetic Measurements,Dr M Kuhn,APD
DP0345613,"Anderson, K","Globalization, WTO and sustainable development: new challenges, opportunities and implications for Australia",Dr L Jackson,APD
DP0345682,"Galligan, A","Reformulating an Australian Cultural Infrastructure: Strategic Intersections Between the Publishing Industry, Libraries and Cultural Policy",Ms A Galligan,APD
DP0345713,"Zaslavsky, A",Efficient Prediction of Application Metrics for E-Services,Ms S Krishnaswamy,APD
DP0345726,"FitzSimons, G",Adult Numeracy and New Learning Technologies: An Evaluative Framework,Dr G FitzSimons,APD
DP0345757,"Large, M",NOVEL STUCTURES AND MATERIALS IN MICROSTRUCTURED POLYMER OPTICAL FIBRES,Dr MC Large,ARF
DP0345797,"Alais, D",Audio-visual interactions in human perception.,Dr DM Alais,ARF
DP0345835,"Wang, H",Thixotropic Structure Generation and Semisolid Casting of Aluminium and Magnesium Alloys,Dr H Wang,APD
DP0345843,"Forster, P",Conceptual Understanding and Problem-solving Approaches in the Presence of Graphics Calculators,Dr PA Forster,APD
DP0345844,"Lane, G",Structure of Exotic Neutron-Rich Nuclei Populated Using Novel Reaction Mechanisms,Dr GJ Lane,ARF
DP0345872,"LaCaze, M",Wonder and generosity as guides to the ethics and politics of respect for difference.,Dr MM LaCaze,ARF
DP0345907,"Hartley, J","Internationalising Creative Industries: China, the WTO and the Knowledge-based Economy",Dr MA Keane,APD
DP0345917,"Bloustien, G","Playing for Life: the everyday music practices of marginalised youth as strategic pathways to agency, employment and socio-economic inclusion.",Miss S Baker,APD
DP0345961,"Kuchel, P",NMR Spectroscopy of Complex Cellular Processes,Prof PW Kuchel,APF
DP0346037,"Wang, B",Fracture Mechanics of Functionally Graded Materials: Coupled Thermoelectromechanical Problems,Dr B Wang,ARF
DP0346048,"Cox, G",Mathematical modelling of two-phase industrial granular flows,Dr G Cox,APD
DP0346077,"Berriman, A",Alpha-particle cluster structure in light nuclei: helping and hindering fusion?,Ms AC Berriman,APD
DP0346092,"Koch, T",Describing transition for people living with chronic illness,Dr D Kralik,APD
DP0346096,"Rhodes, G",Applying the Psychologist's Microelectrode to High-Level Vision:  What face aftereffects can tell us about face processing.,Prof GI Rhodes,APF
DP0346105,"Zhu, Z",THEORETICAL AND EXPERIMENTAL STUDIES OF CATALYST DOPING AND DEFECTS IN CARBON NANOTUBES FOR HYDROGEN STORAGE,Dr Z Zhu,APD
DP0346109,"Dixon, R",Frank Hurley: The Making of a Modern Cultural Icon,Prof R Dixon,APF
DP0346137,"Chai, D","Advanced Capture, Analysis and Compression of Facial Images",Dr D Chai,APD
DP0346148,"Pasternak, E",Rotational Degrees Of Freedom In Modelling Of Materials With Intrinsic Length Scale,Mrs E Pasternak,APD
DP0346163,"Glover, C",Applying advanced synchrotron radiation-based techniques to determine the connection between the geometric and electronic structure of semiconductor nanocrystals,Mr CJ Glover,APD
DP0346165,"Possingham, H",Optimal management of complex ecological systems,Prof HP Possingham,APF
DP0346172,"Weeks, A","Sex, parthenogenesis and adaptation: a novel laboratory 'natural selection' experiment testing the adaptive significance of sexual and asexual reproduction.",Dr AR Weeks,APD
DP0346176,"Reynolds, R",Living With Uncertainty: Creating the Postmodern Self in Contemporary Australia,Dr R Reynolds,ARF
DP0346211,"Kowalski, K",Structural studies of the interactions of actinin-4 and intracellular signalling proteins,Dr K Kowalski,APD
DP0346222,"Wingate, M",Proterozoic tectonic evolution of Australia and India,Dr MT Wingate,ARF
DP0346279,"Micolich, A",Nanofabrication of Organic (Plastic) Semiconductor and Superconductor Devices,Dr AP Micolich,APD
DP0346315,"Amal, R",Development of a Model Relating Aggregate Properties with Aggregation Conditions for Design and Control Purposes,Dr C Selomulya,APD
DP0346322,"Schwarz, M",Co-evolution of sociality and sex allocation: phylogenetic comparative approaches using insects,Dr TW Chapman,APD
DP0346344,"Blair, D",The astrophysical stochastic background of gravitational waves and detection by advanced high optical power interferometers: an Australia-US collaboration ,Mr D Coward,APD
DP0346376,"Gaina, C",Tectonic versus biological processes: What controls the long-term global carbon cycle?,Dr C Gaina,APD
DP0346380,"Nauta, B",Superfluid helium nanodroplet spectroscopy,Dr BK Nauta,APD
DP0346392,"Fane, A",Optimal design and operation of submerged hollow fibres for flocculated feeds,Dr SS Chang,APD
DP0346475,"Zou, J",A Computer-Aided Cartooning System,Dr JJ Zou,APD
DP0346479,"Chapman, B","Literacy and Numeracy, Schooling, Neighbourhoods and Labour Market Success",Dr CA Ryan,APD
DP0346498,"Toussaint, S",UNDER WATER: a comparative ethnographic analysis of water use and resource management in Queensland and Western Australia,Dr V Strang,ARF
DP0346529,"Shaddock, D",Interferometry beyond the Standard Quantum Limit,Dr DA Shaddock,APD
DP0346551,"Macdonald, A","Representing Kanaks: Generic Variation, Identity, and the Politics of the Everyday Semiotic",Dr AJ Macdonald,APD
DP0346583,"Leys, R",Regressive evolution of eyes in subterranean water beetles of arid-zone Australia: A comparative phylogenetic approach.,Dr R Leys,APD
DP0346611,"Forte, J",The Role of Colour and Luminance in Spatial Location,Dr JD Forte,APD
DP0346625,"Adebahr, J",Characterization and design of new soft electrolyte materials,Ms JK Adebahr,APD
DP0346661,"Kloda, A",Conantokin selectivity for heteromeric N-methyl-D-aspartate (NMDA) receptors,Dr A Kloda,APD
DP0346801,"Ruys, J",Literary Self-Awareness and Parental Love: Challenging Alterity in Contemporary Medieval Studies,Dr J Ruys,APD
DP0346818,"Stevenson, P",Dynamic behaviour of foams,Dr P Stevenson,APD
DP0449427,"Connell, S",Local and regional investigations into perturbations of marine habitat,Dr SD Connell,QEII
