Project ID,Scheme,Submission Year,Commencement Year,Administering Organisation,State/ Territory,Investigators,Project Title,National/Community Benefit,Primary FoR/RFCD,Primary FoR/RFCD Description,Funding Award,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
DE130100771,DE,2012,2013,The University of Western Australia,WA,Dr Marcin Wolski,Automated system for bone texture analysis of osteoarthritis in hand radiographs,"Early detection and prediction of hand osteoarthritis are not feasible by current methods of visual grading of hand radiographs. This project will develop a novel, fully automated system for selection of bone texture regions on hand radiographs and their analysis to address this problem.",0801,ARTIFICIAL INTELLIGENCE AND IMAGE PROCESSING,"$278,780",,,,,,,,,,,,"$97,840","$90,470","$90,470",,,
DE130101179,DE,2012,2013,The University of Queensland,Qld,Dr Nathan Garvey,"The Australian penal colonies and British print culture, 1786-1900","This project is the first comprehensive investigation of the literature surrounding convict transportation and the Australian penal colonies, and its relationship to British print culture in the nineteenth century. Grounded in empirical research, the project will foster a new understanding of a foundational aspect of Australian cultural history.",2005,LITERARY STUDIES,"$289,185",,,,,,,,,,,,"$97,979","$97,936","$93,270",,,
DE130101688,DE,2012,2013,The University of Western Australia,WA,Dr Duc Dau,The Song of Songs in Victorian literature and culture,"What do literary and artistic references to the Bible tell us about love, marriage and gender? Discussing the influence of the biblical book, the Song of Songs, on literature and culture in the Victorian era, the project will answer this question.",2005,LITERARY STUDIES,"$295,363",,,,,,,,,,,,"$99,336","$104,665","$91,362",,,
DE130101067,DE,2012,2013,The University of Queensland,Qld,Dr Ian Marquette,New constructions of superintegrable systems and the connection with Painlevé transcendents,"The research of this project will lead to deep discoveries in the field of superintegrability and expand our knowledge of their related algebraic structures, supersymmetric quantum mechanics and Painlevé transcendents. The project will generate new techniques that will be utilised in future applications of mathematical and theoretical physics.",0105,MATHEMATICAL PHYSICS,"$302,540",,,,,,,,,,,,"$101,000","$99,600","$101,940",,,
DE130100639,DE,2012,2013,Commonwealth Scientific and Industrial Research Organisation,ACT,Dr James Green,Defining the dynamic magnetised Milky Way,"Without understanding how the Milky Way works, it is incredibly difficult to understand the evolution and structure of more distant galaxies. This research will show how the pieces of our Galaxy, including the impact of the mysterious force of magnetism, fit together and move around in space, defining a new image of the Milky Way.",0201,ASTRONOMICAL AND SPACE SCIENCES,"$333,242",,,,,,,,,,,,"$101,444","$115,899","$115,899",,,
DE130101001,DE,2012,2013,The University of Western Australia,WA,Dr Gabriel Verret,Enumeration of vertex-transitive graphs,"Graphs that are very symmetrical are very useful in constructing and describing large networks in a compact and understandable form. This project will involve high quality mathematical research on symmetrical graphs, which are also central to the mathematical field of algebraic graph theory.",0101,PURE MATHEMATICS,"$300,000",,,,,,,,,,,,"$102,000","$99,000","$99,000",,,
DE130100047,DE,2012,2013,The University of Queensland,Qld,Dr Philip Gillingham,Electronic information systems and human service organizations: the development of systems for the future,There is growing concern that current forms of electronic information systems (IS) being used in social welfare agencies are undermining rather than supporting service delivery. This project will contribute to the development of new forms of IS that support frontline practitioners and thereby improve welfare services.,1607,SOCIAL WORK,"$309,150",,,,,,,,,,,,"$103,050","$103,050","$103,050",,,
DE130100762,DE,2012,2013,The University of Melbourne,Vic,Dr Gwenael Joret,The interplay between structures and algorithms in combinatorial optimisation,"Networks are ubiquitous in science, technology, and virtually all aspects of life. The project aims to make progress on central questions in the mathematical theory of networks. These include designing efficient algorithms for approximating the Hadwiger number, which is a key measure of the complexity of a network.",0101,PURE MATHEMATICS,"$309,609",,,,,,,,,,,,"$103,203","$103,203","$103,203",,,
DE130101521,DE,2012,2013,The University of Western Australia,WA,Dr Simon Smith,Permutation groups with finite subdegrees and the structure of totally disconnected locally compact groups,Understanding the symmetries of a structure is one way of determining its nature. Our lack of knowledge of these symmetries is holding back research in combinatorics and topological group theory. This project aims to understand the symmetries of an important collection of infinite structures that arise naturally in other areas of mathematics.,0101,PURE MATHEMATICS,"$302,845",,,,,,,,,,,,"$104,040","$98,135","$100,670",,,
DE130101436,DE,2012,2013,University of Wollongong,NSW,Dr Christopher Brennan-Horley,Experiments in space: geospatial information technologies for cultural environmental research,"By harnessing the power of emerging digital mapping technologies, this research will extend how we understand the relationship between humans and the environment. Specifically it will use maps to generate new knowledge across two important yet everyday problems: bushfire management and urban quality of life.",2002,CULTURAL STUDIES,"$297,010",,,,,,,,,,,,"$104,220","$99,790","$93,000",,,
DE130100644,DE,2012,2013,The University of Queensland,Qld,Dr Andrew Phillips,"Understanding Asia's fragile giants: empire, sovereignty and Chinese and Indian security perceptions and strategies in the Asian century","Northeast Asia and South Asia are two crucially important regions for Australia. Investigating how international orders evolved in both regions from 1650 to the present, this project will reveal the deep historical drivers of current Chinese and Indian security perceptions and strategies, helping us to better navigate the challenges of the Asian century.",1606,POLITICAL SCIENCE,"$297,260",,,,,,,,,,,,"$104,600","$103,080","$89,580",,,
DE130100868,DE,2012,2013,Macquarie University,NSW,Dr Paul Sowman,Neural mechanisms of inhibitory control of human speech in stutterers and non-stutterers,"Stopping oneself from speaking is a crucial communication function. In people who stutter, a disorder of this function causes their debilitating speech problem. This project will use cutting edge neuroimaging techniques to reveal how the brain stops speech in stutterers and in fluent speakers.",1702,COGNITIVE SCIENCES,"$336,284",,,,,,,,,,,,"$105,379","$106,979","$123,926",,,
DE130101270,DE,2012,2013,Commonwealth Scientific and Industrial Research Organisation,ACT,Dr Shari Breen,Tracing the evolution of high-mass stars: combining maser evolutionary timelines with chemical clocks,"Maser emission (radio analogue of lasers) arises naturally in the dense gas surrounding young, large stars. Studying many types of masers towards lots of sources will allow us to uncover the precise stages of star formation that each maser species is tracing. Such a timeline promises to be an important tool in determining how these big stars form.",0201,ASTRONOMICAL AND SPACE SCIENCES,"$319,109",,,,,,,,,,,,"$106,009","$101,550","$111,550",,,
DE130100770,DE,2012,2013,The University of New South Wales,NSW,Dr Leigh Aldous,Lignin in ionic liquids: electrochemical approaches towards delignification and depolymerisation,"Wood contains a wealth of biomaterials, such as cellulose which can be used to make biofuel and lignin which can be used to make pharmaceuticals. Separating out the cellulose is essential yet difficult, plus lignin must be broken up into smaller fragments; this project will look at using electrochemistry to achieve these processes more efficiently.",0306,PHYSICAL CHEMISTRY (INCL. STRUCTURAL),"$325,375",,,,,,,,,,,,"$106,293","$124,538","$94,544",,,
DE130100551,DE,2012,2013,RMIT University,Vic,Dr Catherine Gomes,Media and transient migrants in Australia and Singapore: mapping identities and networks,This project is a journey of discovery into the migration experience of transient migrants (international students and skilled professionals) in Australia and Singapore through their use and engagement with the media (screen and digital). This project will help us understand permanent migration patterns in Australia.,2001,COMMUNICATION AND MEDIA STUDIES,"$345,060",,,,,,,,,,,,"$106,860","$118,200","$120,000",,,
DE130100333,DE,2012,2013,The University of Sydney,NSW,Dr Sheehan Olver,A new class of fast and reliable spectral methods for partial differential equations,The project will develop novel fast and reliable spectral methods for computing solutions to general partial differential equations. These methods will be applied to solve important equations that arise in mathematical physics and other areas where high accuracy is essential.,0103,NUMERICAL AND COMPUTATIONAL MATHEMATICS,"$315,640",,,,,,,,,,,,"$108,221","$106,655","$100,764",,,
DE130100031,DE,2012,2013,The University of Adelaide,SA,Dr John Green,Mathematical modelling of the complex mechanics of biological materials and their role in tissue function and development,"The mechanics of biological materials is complicated because they consist of many components such as fibres, proteins and polymers. We aim to use mathematical tools to understand how these components interact in tissues such as the spinal disc which will aid the development of new treatments to reverse the effects of injury, disease or aging.",0102,APPLIED MATHEMATICS,"$333,684",,,,,,,,,,,,"$108,728","$112,228","$112,728",,,
DE130101601,DE,2012,2013,The Australian National University,ACT,Dr Rachael Briggs,"Wellbeing, preferences, and basic goods","Since individual choice and public policy aim at promoting wellbeing, it is crucial to understand what wellbeing is. This project develops an account of wellbeing that is grounded in individual preferences, but acknowledges that people sometimes desire what is harmful to them.",2203,PHILOSOPHY,"$337,940",,,,,,,,,,,,"$111,470","$115,050","$111,420",,,
DE130100514,DE,2012,2013,La Trobe University,Vic,Dr Maria Miranda,The cultural economy of Australian artist-run initiatives,"This project will explore the cultural economy of artist-run initiatives in the Australian context. It will develop an understanding of a diverse range of artists' practices, including in relation to the National Broadband Network which will contribute to policy development for a more vibrant Australian arts landscape.",1999,OTHER STUDIES IN CREATIVE ARTS AND WRITING,"$320,906",,,,,,,,,,,,"$112,052","$112,826","$96,028",,,
DE130100775,DE,2012,2013,Monash University,Vic,Dr Timothy Verhoeven,Secularism in nineteenth-century America: a history,This project brings to light a popular movement in nineteenth-century America which sought to separate Church and State. The project thus offers a crucial historical context to modern debates about the role of religion in public life and whether or not the United States is a Christian nation.,2103,HISTORICAL STUDIES,"$338,512",,,,,,,,,,,,"$112,356","$114,106","$112,050",,,
DE130101816,DE,2012,2013,La Trobe University,Vic,Dr Jillian Garvey,"Palaeoenvironments and human adaptation in the late quaternary of the semi-arid Murray River Valley, northwestern Victoria","This project involves a multidisciplinary approach to investigating Indigenous settlement and subsistence strategies along the Murray River in northweast Victoria during the last Ice Age. It will examine the palaeoecology and palaeoenvironment of the region, with particular focus on how people and animals responded to climatic varibility.",2101,ARCHAEOLOGY,"$348,088",,,,,,,,,,,,"$113,370","$115,320","$119,398",,,
